Season Nbr,Episode Nbr,Title,Score,Comment
3,9," Wow , twist you mind on this .",9.0,"A great black mirror, super journey and a shattering black mirror ending. Read the small print when taking part in trials . And always phone ya mummy."
3,9, A very promising episode somewhat let down by the ending.,7.0,"Throughout the first three-quarters of the episode, I thought that it was going to be a home-run. A likable protagonist is established. He is thrown into an interesting new situation. Things get creepy and mysterious. Tension is built. By all accounts, this should have been great. But then, the last ten minutes really go completely off the rails. The ending is completely incomprehensible... though to call it an ending is a bit reductive since it is actually multiple endings layered within one another. Any one would have made sense and been satisfying on its own. But cobbled together as they are, it makes no sense and is tremendously disappointing. It feels like they wrote and filmed multiple endings and couldn't decide which one to go with so they just threw them all in.The episode follows an American near the end of his trip across Europe. In London, he accepts a one-off job play-testing revolutionary new technology from a major games developer. While the technology is successful, it may just be too successful..."
3,9, Scary Gaming Addiction,9.0,"This episode is a scary preview into the future of gaming addiction. It is a satire of gaming addiction, how literally deadly it can be. I even saw on a local news that a person died after continously playing for many hours. So this episode is really frightening."
3,9," Computer, end program",3.0,"Brooker clearly started with the last line and worked backwards. Sadly, what comes before doesn't justify the wag at the end of this shaggy dog story.The primary problem is that Hipster McDouchebag is an over-emoting superficial manchild with whom it's impossible to sympathise. I don't care about him, so I don't care about what happens to him. Why would I?Then there's the brain-simulation-gone-wrong plot, which is utterly hackneyed. It's been done before, repeatedly and better. This was a poor show from Brooker, and the self aware references don't excuse him looking backwards rather than forwards.The pacing is also badly done, with far too much irrelevant and uninvolving mundane filler in the back-story before we get to the near future payoff. Contrast with other Black Mirrors which make it immediately clear what the premise is going to be, and commit to it right from the first scene.Finally there's the whole tone of the piece proper, with an overblown score and too much shouting and arm waving - it's jarring and badly out of place in the Black Mirror oeuvre.If you like what makes Black Mirror great, you're not going to enjoy whatever this is. However, as usual, the True Believers have swamped IMDB with 10* shill ratings and reviews which makes it hard to get counter-point across. I hope that when they awake from their fantasy worlds that they'll realise what a poor decision that was."
3,10, Well worth your time...,9.0,"When the show begins, a teenage boy foolishly believes a pop-up on his computer when it tells him he has malware on his computer. He then installs something to supposedly fix it...but it actually implants a program on his computer activating his built-in camera. Now, unknown others are watching him as he goes through the internet.Soon, he begins receiving threatening messages on his computer. Apparently they could see him masturbating to photos on the web. They blackmail him to give them his phone number...and then the demands start coming. Soon, the boy is doing all sorts of things...that become more and more and more insane and dangerous as the show progresses. How bad is it and why he continues to comply are things you'll have to see for yourself.Unlike most of the other episodes I've seen on ""Black Mirror"", the technology to do what they did to the teen DOES exist today and the story is not sci-fi...they could easily do everything you see. Well written and obviously by a person who actually understands technology."
3,10, I Hated This,9.0,"I think the reason this is so good is that it shows what could happen to any of us. The boy chosen because of the camera on his laptop is an innocent. He is kind an a good worker. He's just a kid. He looks at some porn and masturbates, so the hackers (whoever they are--just a sick lot) record his actions and then use it to blackmail him into doing anything they want. He is not alone. Along the way, he meets several others who have suffered the same or similar fates. We watch the utter decline of this kid. One would hope when he is interrogated that he can tell his story. He has his phone to back up his story. But he has committed felonies, murder among them, and it will be hard to reclaim his innocence."
3,10, Dark Blackmail,9.0,"In London, Kenny (Alex Lawther) is a normal teenager that works in a fast-food and a beloved son and brother at home. When .his sister uses his notebook without permission, a malware is installed and he tries to remove it. But soon he is contacted by an unknown hacker that have recorded Kenny masturbating while watching a porno site using his webcam and blackmails him. Kenny receives instructions from the hacker and meet other people that are also forced to follows orders. He has to team up with Hector (Jerome Flynn), who is trying to save his marriage, and accomplish tasks with tragic consequences. ""Shut Up and Dance"" is one of the darkest episodes of ""Black Mirror"", with a tragic story of blackmail using the computer resources. Any computer has webcam and every second we have to be protected from virus and malware. Therefore the story is scary since it is possible to happen to anyone that uses a computer. The conclusion is frightening but predictable. My vote is nine.Title (Brazil): ""Shut Up and Dance"""
3,10, Every teenage boy's nightmare becomes mass carnage.,9.0,"Black Mirror has always managed to shock, horrify and get you to think, it's at its best when you say to yourself 'wow that could really happen,' and this is certainly one of those episodes. One minor action turns one young lads life upside down.After a few minutes in I thought the episode was pretty good, and after the initial incident I figured I was in for an interesting watch, but wow that was a twist and a half. It became darker, deeper and just downright more sinister with every scene. Tension was caused by minor things like Hector's friend asking for a lift. The fact that nobody knew why they were there or who was behind it made it all the more enjoyable.Ambiguity can be lazy in some shoes, things happening for no apparent reason, but the whole point of the anonymity of the miscreant here is that in this digital age, you have no idea who's behind things that go on.Awesome performances from everyone, I must take the opportunity to commend Jerome Flynn on his performance, he's become such a wonderful actor."
3,10," ""Tell no one. We are watching.""",8.0,"Notwithstanding the dubious motives and actions of Kenny (Alex Lawther) and Hector (Jerome Flynn), the unseen blackmailers are criminals who deserve to be exposed and tried for their crimes. They instigated a bank holdup and conspired in the deaths of innocent people. One might argue that none of the victims were 'innocent' or blameless, however their indiscretions were confined to their own individual selves and did not harm anyone outside of their sphere of influence. The only thing that might have done so was exposure by the blackmailers, which occurred regardless of how well Kenny and Hector performed their assignments. With technology, there arrives this slippery slope whereby unseen forces seemingly beyond the rule of law can operate without reprisal. The blackmailers deserve the White Bear treatment."
3,10, Gritty,8.0,"Shut Up and Dance grabs you by the throat and the seat of your pants and doesn't let go until the very end. This is back to form for Black Mirror, consistent with the grittiness of the seasons 1 and 2 on Channel 4. No pastel tones (Nosedive) in this one.Alex Lawther looks like Joseph Gordon-Levitt, and he nails the role big time.I was impressed by the locations, where we can really feel the cold and wet weather of England. It's high street for sure that's on display in this chilling episode of Black Mirror."
3,10, 6,6.0,"Well the idea is not original, plot was kind of interesting but I didn't get if you're masturbating in front of your pc camera by watching porn is that worse than robbing bank or killing person? It's really ridiculous. The ending was very predictable. So far worst episode from this season."
3,10, Uncomfortably powerful,8.0,"Unlike most, the episode ""Shut Up and Dance"" is not futuristic, but is based on existing technologies and their current abuses.An unknown person or group hacks computer cameras and catches people in compromising situations. Then uses these recordings to blackmail them. Several of these seemingly random victims have received obscure instructions on what, when, and where to do if they do not want their footage to leak to the public.The blackmailers' demands to the victims seem quite harmless in relation to the consequences if they do not fulfill them, but we see that only based on their reactions, while we do not really know what exactly they were blackmailed with. They depart each to his task, driven by panic fear of the publication of the images, which may seem irrationally excessive to us.The characters are ordinary people, totally inconspicuous and uninteresting, and the tasks themselves are quite banal and did not arouse my particular interest in the outcome, so I wondered why ""Shut Up and Dance"" has such a high rating on IMDb. A good idea of a perfect crime, where the actors are unknown and unrelated people, who don't even know what they're doing, so it's almost impossible to track them down, is spoiled by unimpressive characters and a pace that doesn't hold attention, but then these pieces of the puzzle begin to assemble into a broader picture and the tension begins to rise.When I finally figured out what it was about and my disappointment with the episode subsided, there was a final plot twist, which showed me that I hadn't figured anything out and that the real picture of this puzzle was much darker than I could have imagined. When the ending credits started, my wife and I sat for a while, silently glancing at each other with wtf expressions on our faces. The episode left us completely speechless. In the end, nothing was as it seemed and a day later I still don't know what to think.In technical terms, and even in acting, ""Shut Up and Dance"" is nothing spectacular, although Jerome Flynn, in one of the main roles, was a pleasant surprise to me. For the most part, the episode is not particularly atmospheric, and the tension is at a fairly low level for a thriller. But the impression that the final outcome left on me makes it perhaps the strongest episode so far. I can't recall the last time something has caused me this level of discomfort, which crawled into my bones and did not wane even later when the impressions settled.8,5/10."
3,10, Terrifying and thrilling.,9.0,"Black Mirror (4.5 out of 5 stars).Shut Up and Dance Episode 3.03Shut Up and Dance is a dark, twisted, and thrilling that takes the episode into a different direction in Black Mirror. The episode follows a couple of characters Kenny a teenager which his computer camera caught him in a act which some unknown person is messaging him and blackmailing him to do horrific acts. Hector is a character who is secretly having an affair and some unknown person is messaging him to do acts unless he wants his secret exposed to his wife.The plot is intense. It is horrifying because it can be relatable to real world situations with people computers being hacked and the camera can catch anything. And the person can blackmail another for their own personal gain. It is sad but true. Seeing Kenny and Hector panicked and nervous is emotionally scary and sad. There is a twist that can make you feel unease and disturbed. Without giving away much details. Alex Lawther was great playing Kenny. Jerome Flynn playing Hector was good too. They worked great on screen together.The story and concept is creepy and scary with the idea of a person being blackmailed and forced to do stuff that can break the law."
3,10, How Young Were They?,6.0,"I had mixed feelings throughout this episode.At first I was questioning why on earth the boy would allow himself to become embroiled in these highly dangerous games for simply doing something that's completely normal and natural. They do answer that question towards the end.I started to really like the episode during the middle portion, especially when the random lady at the gas station gets in the car. It built tension very well and became more exciting.Ultimately I don't feel completely satisfied with the ending:
throwing in the ""twist"" that he was looking at children feels somehow lazy and exploitativethe motivations of ""them"" are not properly explained, are they punishing bad people? It seems a bit over the top to ruin people's lives over some of these thingsMy gut just tells me that the ending was underwhelming. I feel like they are using this epic and emotive Radiohead song to try and achieve a feeling of deep revelation- I just don't think it's earned. It's all a little tacky and exploitative."
3,10, Ooffff,8.0,"This episode is a big oofff. The ending is really great, but the rest isn't the most engaging or intelligent. Still great."
3,10, Brilliant,10.0,"After a couple of truly dubious episodes Nosedive and Playtest that started Season 3, I think that this episode SHUT UP AND DANCE is really the first great episode of the season, and one of the best of the entire series, and jumpstarted what turned out to be an engrossing season. The main character of SUAD is Kenny (brilliantly played by Alex Lawther in a performance that should have won him a slew of awards). Kenny is an extremely shy, introverted 18-year old. Kenny lives a very mundane life, living at home with his mother and younger sister, and working at a fast food restaurant where he puts up with a couple of bullying co-workers as well as his manager, a girl who seems to rather fancy him.One day, Kenny is caught on video camera showing himself on the internet and is coerced into an elaborate blackmail scheme by mysterious cyber criminals who threaten to expose his dirty secret. The episode very methodically unravels their grand plan, as Kenny encounters several other blackmailees, most notably Hector (excellently played by Jerome Flynn), a middle-aged businessman who has a family he wants to protect from his secrets. SUAD is a brilliant, complex story that makes you think long after the episode is over. It makes you question who is the worst in this labyrinthine situation. The hackers or the secret-keepers? The acting by all, even minor roles, is pitch perfect. But all kudos should go to the aforementioned Lawther, who makes Kenny a very real human being who got caught up in something beyond his control."
3,10, Traumatic!,9.0,"As spine-tingling as it is heart-rending, Shut Up and Dance justifies Black Mirror's misanthropic perspective in a most harrowing way. It's now my favorite Black Mirror episode so far!(9/10)"
3,10, Enthralling pace,8.0,"This review contains spoilers.""Shut Up and Dance"" is the third episode in the third season of Black Mirror. The episode is directed by James Watkins and witten by Charlie Brooker and William Bridges. A teenager named Kenny is blackmailed by hackers that force him to follow a series of instructions.""Shut Up and Dance"" is an incredibly tight paced episode. Right from the beginning the audience is dragged into Kenny's plight. The episode follows Kenny almost the entire time in the 52 minutes of running time. We watch him in progressively brutal situations that the blackmailers force him into. The audience gets to see how these characters are blackmailed to begin with. It makes the story much more exciting as the central mystery is a solid.This episode is surprisingly grounded in reality. It can be plausible for a situation like this to occur in today's surveilled and online society. This does make the reality of the situation more horrifying as events like this can take place. The ground in reality added a lot to the story and it made the episode much more enjoyable.I would recommend ""Shut Up and Dance"".Grade: A"
3,10, what was the point of all that?,1.0,"take this series away from the British crew because they go and churn out incoherent messes like this that meander about then just sort of end.hackers or something gather shady info on a bunch of different people, then put them all through an elaborate, pointless scheme, then seem to lose interest or run out of ideas and just leak all the stuff anyway. mass trollface text message appears to dismiss it all as being for the lulz.maybe i'm just lacking in empathy as I felt absolutely nothing for any of the characters"
3,10, Poor Kenny ?,10.0,"Here is a classic 10/10 black mirror mind twisting journey that deserves your attention.A must watch , cant give much detail without spoiler but this is a classic."
3,10," Has some great tension, though it lacks a clear message.",9.0,"I don't really get what the message of this episode is. I suppose that it serves as a sort of cautionary tale for the use of computers, but it lacks the biting satire and moral questions that previous seasons of Black Mirror have had. Also, the ending felt a little bit random to me. However, despite the fact that the story appears to have little point, it is a very well told story. It is tense, gripping, and will keep you guessing until the end. It may have been one of the most enjoyable episodes of the season for me, even if I find some aspects of it to be objectively weak.The episode is about a teen who is hacked and then blackmailed into doing increasingly crazy things. It is not a particularly original story, but it is well told. The intensity builds nicely throughout."
3,10, Cover Your Cameras,10.0,"This episode is the scariest, since nowadays it is very possible to happen. Invasion of privacy is very scary and creepy.The story is both suspenseful and horrifying, the acting of the main lead is simply fantastic. The reveal that he's a pedophile...really shocking. Going back to that scene where he gave back the toy to that girl...creepy."
3,10," ""Shut up and WHOAaa what the hell?! Most depressing hour of television I've ever seen!""",9.0,"This is how you make a short story. From the beginning the watcher is intrigued and keeps watching as the story builds up suspense. The acting is amazing and really sets the whole tone for the episode. My one problem with it is probably the amount of talking, which might seem stupid as there isn't much, but without it the watcher would make up there own mind about what is happening and it would make it that bit more impactful, maybe just tell the older man to quieten down a bit. The ending is sooooo good and is so satisfying yet unsatusfying. It is such a relief to finally understand what was truly going on but left me in shock about the incredible twist. INCREDIBLE WRITING>>>TRES GOOD."
3,10, This is So Fu**in' Realistic!,9.0,"At First- No hyper Technology used inside this episode, like all other episodes in Black Mirror. It is Just Today's World and Today's Technology!
2nd Thing is- Very Engaging Plot. And the Acting performances of Alex (Kenny) and Hector (who was Bronn in Game of Thrones) both did tremendous job here. Especially Kenny and his Acting and Emotions are Luv to watch according to this storyline.
3rd and Most Important Thing- ''Message''
Ohh Yeah! This Episode definitely gives us a lesson that how far a human can go to maintain their good shining image in this society, and how much our Daily uses Gadgets (Like Mobile Phone, Computers etc.) Are SAFE,in terms of Privacy!
In fact I listened Mark Zuckerberg Hides his Front Camera of Computer with the Stickers!
""Everyone Should Follow It"".
I will definitely go for 9 Stars Out of 10 because it's so fu**in' Realistic episode and Close to reality! It's better to avoid watching with family, for your safety concerns! ha ha Joking!"
3,10, Great thriller with extra-disturbing ending,8.0,"Unoriginal episode focused on cyberbullying. However, the plot is dynamic, intense atmosphere and acting performances are phenomenal. Besides the danger of online predators the episode doesn't say much, but the jaw-dropping, horrifying twist sent shivers down my spine."
3,10, the internet,10.0,"Now we all know that you can not be safe on internet no matter what.
But truth to be told you need to be careful to protect yourself and your data from being robbed and used against your own will.The twisted plot of this episode is amazing and there are some points that makes you wonder all the time why."
3,11, Very hard to describe without revealing too much...,8.0,"This episode of ""Black Mirror"" is one that might offend you. After all, it talks about a lot of things that a conservative sort of person might object to seeing...bisexuality, lesbianism as well as a euthanasia. It is also a very challenging episode to watch...so have a few Kleenex handy just in case.As far as explaining the episode goes, that is very problematic. Part of it is because it's a very complicated episode indeed. But most is that if I tell you much it will spoil the suspense. Suffice to say it's about a relationship that is forged by two women living in a 1980s like place called San Junipero. What else? Just see the show.The show is well made but more importantly very original...well worth seeing as well.By the way, I was impressed how they were able to hide the fact they filmed this episode in Cape Town, South Africa. I've spent a lot of time in this amazing city and realize they had to take great care to avoid showing some of the iconic things there, such as the giant Table Mountain as well as folks driving non-American cars on the left side!"
3,11, What Would You Do?,8.0,"This is a touching episode. But there are some shortcomings. I agree with the reviewer who said that given the opportunities that they had, why did they choose to do so little. Partying, having sex, and driving around in sports cars. I wonder if there are other realities, or do all the people pretty much live in that place for eternity. A clever bit is how the technology changes over time. The bond between the two main characters is fine, but I found them rather dull. But the concept is quite intriguing, even if it isn't pulled off perfectly."
3,11, Beautiful and Sensitive,9.0,"""San Junipero"" is one of those films where it is not possible to write a synopsis without spoilers. The direction and the screenplay are amazing and sensitive, with magnificent performances of Gugu Mbatha-Raw, in the role of an independent party girl, and Mackenzie Davis, in the role of a shy woman with nerd appearance. The lesbian love story is beautiful, subtle and delicate and never offensive. But the plot point is fantastic and unexpected. ""Black Mirror"" usually has dark conclusions but ""San Junipero"" is the first episode with an optimistic happy ending with a wonderful view of death. My vote is nine.Title (Brazil): ""San Junipero"""
3,11," A love story that transcends the ages, beautiful",9.0,"I had seen the astonishing reviews, and had very high expectations for this episode, and I was not disappointed. It was absorbing, engaging, emotional, beautifully acted, and had a very deep message about love. I do love a love story, but when it comes to Black Mirror I like the darker stories, I couldn't put San Junipero at the top of my list for that reason, but still it is a fabulous watch. The pacing and delivery of the story was amazing, you were slowly given what was going on, and the ending, once reached seemed inevitable. Beautifully acted, visually stunning, and as for that music! A true indication of how amazing music was back then, one of the reason why the Eighties has become such a fashionable era to visit. Bravo San Junipero."
3,11," ""This is not for fun, okay?""",8.0,"It's uncanny how the episodes of Black Mirror start out one way and end in a completely different direction. 'San Junipero' took on the theme of 'immersive nostalgia therapy' to tell the story of two disparate individuals who discover each other and come to share a uniquely blessed experience. The writing once again is simply brilliant and it wasn't difficult half way into the story to actually care about Kelly (Gugu Mbatha-Raw) and Yorkie (Mackenzie Davis), even if their full stories hadn't been fully revealed yet. This story doesn't fit the traditional Black Mirror mold, but I think by this point in the series that becomes a welcome break from the dark, dystopian feel of prior episodes. It's a mind expanding journey into the light that's worth the effort and a story to be savored with repeat viewings."
3,11, A masterpiece. Raw and Davis own this but it's affecting story first,10.0,"I should be bothered by the lack of explanations on things - at first- but I was not. The science and technology and futurism is there, but it is not fully about that. The science fiction is the backdrop and everything else is about character and mood, how one gets ready for a night to go out in the 80!s, how one feels close to the other and how connections get formed. The writers can make this be affecting even if the science is questionable (and it isn't). These women are amazing together, and how they jump in time feels like this is something RIchard Matheson could have written (ala Somewhere in Time). Their total connection to each other, the rawness and vulnerability and strength of their acting, it rides over logic. It's the HEAVEN IS NOW of Black Mirror episodes (look it up, it's worth it).As the story goes on it only increases and gets deeper, the ramifications of what we do with our time, where our lives take us, how the choices and the partners we choose take us along in life. So much is given to us in an hour as far as what goes into these lifetimes that go from the 1980s into.... The future.  It has three distinct acts and it so builds to an overwhelming point. While Black Mirror is often good at crafting memorable relationships, this is a story that gives us two people - entities, hearts, lives where being no sexual means hearts are given to others and everything Kelly says in a moment of anger has validity - and it's so well drawn and complex. I will need to watch it again. When will Charlie Kaufman write for Black Mirror?"
3,11, Charlie Brooker's ode to Hallmark,7.0,"Definitely no prime ministers and pigs in this episode (The National Anthem), with a nice warm feel in this sentimental episode filmed in London and South Africa. This episode drew the ire of several low iMDB user reviews because of it's pro-LGBTI stance, but it's also acclaimed by critics and numerous viewers alike.The ending is very touching. I wonder if Hallmark will option the rights to this episode for a full-length movie.I love the 80s songs, and this episode alone could have a soundtrack for sale (vinyl of course)."
3,11, 10,10.0,"Totally astonished. This episode showing life after life which is going to be in near future in real life I believe. Plot was really interesting, it was the happiest ending in 3seasons so far which made me really blest. Those songs OMG turned me back to my childhood. 10/10. That's what I call masterpiece nothing to take, nothing to add. Just perfection."
3,11," ""Sounds like Heaven""",9.0,"""Uploaded to the cloud, sounds like Heaven.""The coastal town of San Junipero, in the eighties of the last century. Saturday night, the streets are full of young people visiting nightclubs. Sexually charged atmosphere, cult music hits, but there is also some discomfort in the air, which reminded me of ""The Streets of Fire"".The story of two women, two worlds, who, with turbulence, find themselves in each other. This, one might say, typical romantic drama does not seem to fit into the ""Black Mirror"" series at all. Any further delving into the story would lead to unforgivable spoilers, so I will have to let you discover for yourself why ""San Junipero"" is not only a worthy representative of this top series, but also one of its best episodes.In every aspect, the authors made an effort to conjure up the production style of the eighties, my favorite decade in film and music, so the nostalgia may have clouded my objectivity a bit. Camera, directing, acting, music, I loved it all. The plot twist is great and, although I predicted it, I don't think it's too predictable in itself, it's just on my wavelength. It certainly did not spoil my impression, because I experienced it as a fulfillment of a wish, and not as a spoiled surprise.Spoiler alert!Only the very ending was quite over-the-top. As much as I am glad for the happy ending, because I was really attached to the main characters, this same happy ending is unnaturally imposed here and it seems forced. Also, it is not in the spirit of the series. If they had finished the episode a bit earlier, it would have been much better.9/10."
3,11, Interesting and mindbending.,10.0,"Black MirrorSan Junipero (5 out of 5 stars).San Junipero is the fourth episode in the third season Black Mirror. This episode is fantastic. It is mind bending and throws some interesting concepts which I will not give away spoilers. The best you watch without knowing about it the better. The idea of Yorkie (Mackenzie Davis) and Kelly (Gugu Mbatha-Raw) meeting at a club in San Junipero to have a time of their lives. While every week, they meet at a new time era or different locations.The episode does let you question a lot about life after death. And the reality of how one can tell or not. The episode was amazing. The cinematography was great and captured great shots in every scene. The music score and soundtrack that portrayed the decades era from the 80s, 90s, and 00s was just fantastic. Even the background settings of the arcade of having the classic games like Pac man, Time Crisis, and House of the Dead. Does deliver the nostalgia feeling. The script and direction is sharp. The twist is mind bending and great."
3,11, Style over Substance,5.0,"Ok. A Black Mirror episode with a ""happy"" ending? I dunno about that.I don't feel we really got a good enough insight into why these characters would fall into an eternal love for each other. I never felt like I emotionally connected with their journeys. It all felt very melodramatic and soap opera-esque.They wanted to throw in a bunch of 80s music to make it aesthetically pleasing - but that tends to steal the focus away from the actual drama of the story.Everything felt a bit predictable. There was no AHA moment or big reveal."
3,11, Two puzzling issues,5.0,"In this episode, the elderly can ""upload"" a younger version of themselves to ""paradise"" and continue living, even after their physical death.Clearly a debatable concept, albeit very intriguing. Two of the main points discussed by other reviewers: the idea of paradise as partying in a tropical resort and the ""happy ending"".1) why disapprove the idea of a tropical beach resort and partying as paradise? What exactly would be an alternative? Providing healthcare and social assistance? No need for that... also, having fun without hurting anybody is not a bad way to spend time. Besides, nobody would prevent your ""soul"" from engaging with more intellectual endeavours.2) I found the Yorkie character passive-aggressive, as shown by the reckless decision she took in her youth. Yorkie likes to force the hand of those around her and that is not a pleasant feature. Kelly is a more sympathetic character, but her decision to have some fun before passing is twarted by the whiny, aggressive Yorkie.The ""happy ending"" looks sort of temporary, as Kelly would probably want to party a bit more, but Yorkie might turn into a clingy wet blanket - not even paradise guarantees happines, when you are stuck with the wrong person.PS and who would want to be a bartender in paradise? I thought the point was one will not need to work..."
3,11, A Television Masterpiece!,10.0,"San Junipero easily fits the bill of what anthology television always strives to do: make immortal pieces of work stand out from the crowd while still being part of a collective series of equally captivating works. San Junipero evokes Thelma and Louise, Eternal Sunshine of the Spotless Mind and also being infused with that good old 80s nostalgia that's had a television resurgence thanks to Stranger Things. Oh; and PacMan is referenced too.This is a lovely capsule of nostalgia, romance, what the afterlife could be like in the future (in a cloud containing people's minds), and how this episode also says there's no shame in 'coming out', especially in this day and age where LGBT people are being seen as 'threatening' to conservatives even though there's no harm at all in choosing that lifestyle openly.As far as Black Mirror episodes go, this one surprised me the most solely because it actually moved me the most. I love the series as a whole, but damn this episode was truly an experience! An episode that gets 5/5 stars from me."
3,11, Quite possibly the most brilliant hour of television I have ever seen,10.0,"I wouldn't normally write about a single episode of a TV show, but this incredible composition- set in the midst of an almost cacotopian alternate reality- has to be one of the most beautiful, sincere and heart-breaking love stories ever told."
3,11, Exceptional Storytelling!,7.0,"This episode has the most unique storytelling technique I've seen in anything before .... for better or worse! The way the plot unravels is simply unprecedented, but that doesn't mean it's flawless. Everything begins to make sense in the second half until we get to the end and then I realized how genius the concept is. However, this came at the expense of the first half which, although it couldn't get more technically impressive, was perfunctory, unjustifiably confusing, and most of all, boring .... at least for me!(7.5/10)"
3,11, High optimism,8.0,"This review contains spoilers.""San Junipero"" is the fourth episode in the third season of Black Mirror. The episode is directed by Owen Harris and written by Charlie Brooker. The episode is set during the 1980s in a town named San Junipero. The episode focuses on the relation between Yorkie and Kelly.""San Junipero"" is an incredibly optimistic episode of Black Mirror. This episode features a technology where the elderly characters in the episode can live out a life in the 1980s that exists in the cloud. This episode features a use of technology that is portrayed as optimistic. The use of uploading people into the cloud allows the characters to actually live out their lives without regrets. This episode contrasted well with the bleak episodes of earlier Black Mirror episodes.""San Junipero"" features great direction and the faux 1980s style being used to great effect. This episode is among one of the best directed and produced Black Mirror episodes. The acting by the two lead characters are also great as well. The setting for this episode is not only used for convenience and it plays into the plot's writing. Yorkie's revelation that she had become crippled after coming out makes sense if it had happened in the 1980s. It also made her acceptance of the technology completely understandable.The ending of this episode is incredibly hopeful for the use of technology to allow broken characters a chance. I would recommend the fourth episode of the third season ""San Junipero"".Grade: B"
3,11, The chemistry between the actors is the episode's saving grace.,7.0,"The problem with this episode is that it is too long. It waits too long to reveal the twist, and then draws things out too much afterwards. It could have told the same story in less time and been more effective. As it is, it really starts to drag. Just because Netflix allowed them to make the episode and hour long doesn't mean they should have. The episode has an interesting enough story, it is just stretched beyond its logical length. As a result, I liked the episode far less than I should have. The actors have great chemistry. I really felt invested in the relationship that was built between them.The episode is set in San Junipero, a party town in the 80's. A shy girl is there on vacation when she goes into a bar and meets another girl. That is the plot of the entire first half of the episode. Then there is a twist, and the plot picks up a bit, but still moves quite slowly."
3,11, Very Touching,9.0,"I started watching this episode and had absolutely no clue what was going on. It was different from all the other episodes of Black Mirror and seemed to be revolving around a love story. It felt boring at first, but once it's revealed what is actually going on, I felt it was a brilliant portrayal of love, lost youth, and yearning. Compared to the darker and sometimes disturbing previous episodes, I thought this was beautiful. It actually brought a tear to my eye. Beautifully shot and acted. Just wonderful to watch."
3,11," After Waldo, this one is boring too",5.0,"One of the boring episode of Black Mirror, I guess they must did this to please the minority. So this one is like running from the black mirror's main theme that exist to show how technology affect human. This one? Its just a love story between outgoing girl and a nerd, girl. Thanks hollywood."
3,11, Sweetest episode,10.0,"San Junipero is an eccentric love story. It begins in the 1980s in a beautiful small town, where two young women meet in a bar and fall in love. But that's not it. I love the production design. It looked like an authentic 1980s movie. The acting of the two female leads are amazing. The story is by far the most emotional and touching one since Be Right Back."
3,11, This episode is so good it may well have been a movie!,10.0,"Everything about this episode was just amazing. I'm a black mirror fan but compared to a last few episodes this was simply mind- blowing. I kept wondering how this is not a movie. I mean it has the production quality, script, acting, sci-fi elements of a movie like ""Her"". The presentation is also very interesting and keeps you guessing what is happening all along. What's most interesting about this episode is that apart from a simple love story, it also contains deep questions about what happens when you enter a world where you have access to everything and you can control everything, i.e. when sex, money, and all the worldly things become immaterial. Do you still get pleasure from dressing up, hookups, orgies, etc? Or is true love the only important thing that remains when you can live for eternity and worldly things don't matter. Brilliant concept and execution... hats off!"
3,11, Beautifully different,9.0,"San Junipero is quite different than the other BM episodes. The plot and characters are somewhat stereotypical, but the rest of the episode makes up for it.The episode focuses on death, mourning and after-life (from both the classical and technological perspective). Although I knew the ""twist"" before, the episode was still very enjoybale. Acting is good, the 80's atmosphere is top-notch (great soundtrack - Heaven Is a Place on Earth).While other Black Mirror episodes are always depressing in some way, San Junipero shines thanks to its uniqueness and optimism."
3,11, TCKR,9.0,How to escape life to live for eternity that's the question that all humans are trying to deceive.But I believe that death is a beautiful thing.
3,12," Very disturbing...and if they COULD do this, I bet they would....",10.0,"Although it's from season three, this is the first episode I saw of ""Black Mirror""...and considering how good it is, it was a good place to start.The show is set in the near future. Soldiers from some sort of international armed forces unit are battling 'roaches', though the roaches aren't bugs but people...or they are kinda people. While they are humanoid, their mouths are freaking and inhuman and so is their language. They are very scary looking...and the soldiers know it's only proper that these 'things' are wiped out once and for all. The problem is that one of the soldiers is having problems with his implants...and they all receive some sort of implants...and where this goes is what makes this one memorable and exciting to watch.This show has a lot to say...but I don't want to discuss this now since you may not have seen the show and talking about the implants would ruin the suspense. Suffice to say, the show is clever and a bit of a scare since it seems possible such horrible technology COULD one day be created."
3,12, The Military Mind,7.0,"I truly believe that the most money and direction in most political entities is to give carte blanche to something military. Since survival is the most basic human emotion, we tend to want anything that facilitates that. When we talk about the advancement of culture, education, agriculture, infrastructure, the amount of money given to these is piddly compared to the military. And I'm talking about most countries in the world, not just ours. Think of Syria and Russia and northern African nations. I believe that if the kind of technology existed that was portrayed in this episode, there would be a group of zealots that would embrace it lovingly. Get rid of inferiority in our genetic make-up. The ""Roaches"" are just people with imperfections (as we all have) like possible cancer. Anyway, this is a really disturbing episode because it is possible. Hitler used the same premises that these guys did. Throw in religion, which is equally dangerous because it preaches its own superiority, and you've got the seeds of the worst kind of world."
